source_poi,target_poi,delta_times
9555,13059,1.0
13059,9502,1.0
18199,13059,1.0
12928,18199,1.0
20963,13723,1.0
13059,16085,3.0
7888,20270,1.0
20270,7888,2.0
17079,17528,1.0
17528,20955,1.0
20955,14803,1.0
14803,13264,1.0
14845,7245,1.0
12466,8060,1.0
14845,16540,2.0
18148,14845,2.0
9238,10219,2.0
18240,20871,1.0
21448,17514,1.0
17514,17504,1.0
13425,9939,1.0
11936,14159,1.0
17618,17380,2.0
10997,19246,1.0
19246,8364,1.0
12563,16519,1.0
19246,9162,2.0
9724,8708,1.0
8708,10997,1.0
7968,19183,3.0
19246,14581,1.0
19246,15183,1.0
14528,15308,1.0
15308,11979,1.0
11979,20727,1.0
12804,17668,1.0
8326,16775,1.0
16775,13075,1.0
13075,20727,1.0
20727,11979,1.0
12937,18066,1.0
12804,17636,1.0
12804,14528,2.0
14528,11193,1.0
11193,12266,1.0
12804,12083,1.0
12804,11193,2.0
13486,20676,1.0
6963,19339,1.0
19339,10723,1.0
19353,18548,1.0
15738,14323,1.0
14323,13444,2.0
16734,11243,1.0
7215,9822,1.0
15193,11962,1.0
21361,10848,1.0
18383,12273,1.0
8837,12273,1.0
12273,8837,1.0
10581,20271,1.0
8927,18117,1.0
13990,19508,1.0
14662,9149,1.0
17128,19088,1.0
17948,12474,1.0
6998,14855,1.0
14855,18642,1.0
18522,10581,2.0
18522,15592,1.0
18522,16823,1.0
16178,16572,1.0
16572,14501,1.0
14501,16178,1.0
15911,14379,1.0
14379,20452,1.0
20452,15386,1.0
15911,12094,1.0
7694,13119,1.0
9248,12396,1.0
17613,12396,1.0
12396,11336,4.0
9248,8812,1.0
12396,13528,1.0
16094,9248,1.0
12396,10542,1.0
11258,14816,1.0
18266,9513,1.0
8812,21149,1.0
20506,18748,1.0
7968,15754,1.0
19517,20506,1.0
19156,19605,1.0
7968,15071,1.0
7739,11296,1.0
8223,8448,1.0
21325,8448,1.0
8448,11217,1.0
9678,9516,1.0
16466,15816,1.0
9289,9678,1.0
18898,12928,1.0
8448,15613,1.0
15613,8448,1.0
8448,18382,1.0
18382,15613,1.0
20840,18382,1.0
10911,14053,1.0
14053,18382,1.0
21325,21524,1.0
13867,16789,1.0
7811,11749,1.0
20444,7031,1.0
7031,11836,4.0
11836,13513,1.0
19940,12928,1.0
21458,11946,1.0
19438,7094,1.0
14873,12346,1.0
12346,20489,1.0
20489,20171,1.0
8517,10147,1.0
18606,12264,1.0
14124,9533,1.0
9533,19673,1.0
8840,15584,1.0
19075,11194,1.0
7421,19303,1.0
9700,9818,34.0
9818,19060,1.0
19060,13374,1.0
13374,19500,1.0
19500,7031,1.0
11836,11507,2.0
11507,9700,1.0
13374,16451,1.0
16451,16780,1.0
20305,16097,1.0
9818,13374,1.0
9818,9700,10.0
19082,9700,1.0
9818,14212,3.0
14212,20637,1.0
9700,15328,6.0
7968,16138,1.0
16138,15598,1.0
14936,13012,1.0
13012,16178,1.0
11507,14601,3.0
14601,16027,3.0
15328,9818,1.0
9818,19082,1.0
15328,18961,1.0
18961,10528,1.0
9700,13374,1.0
18143,8618,1.0
8618,12641,1.0
13085,14240,1.0
21559,9164,1.0
21276,12064,1.0
20866,11330,1.0
11330,11448,1.0
19661,20434,1.0
20208,8650,1.0
16175,20434,1.0
20434,17446,2.0
20208,14144,1.0
20434,21288,1.0
21288,17362,1.0
11330,20377,1.0
7852,9019,1.0
7496,11836,1.0
11836,9339,1.0
9339,18507,1.0
11507,19669,1.0
19669,19992,1.0
15828,12928,1.0
12230,12701,1.0
10958,20434,2.0
14614,21272,6.0
14614,20434,1.0
21272,11189,1.0
12841,15378,1.0
21272,20434,1.0
10958,16556,1.0
19461,13296,1.0
13754,13487,1.0
13487,20130,1.0
7065,11568,1.0
11568,20130,1.0
12305,17350,1.0
10713,13331,1.0
10724,12159,3.0
10724,16178,1.0
12159,15071,1.0
15071,11975,1.0
12159,17165,1.0
12159,10724,2.0
11688,17165,1.0
17165,12159,1.0
8619,7173,1.0
14625,20179,1.0
20179,7163,1.0
7163,13723,1.0
13723,7711,1.0
13226,16072,1.0
16072,7711,1.0
16036,13885,1.0
8807,15816,1.0
8170,7905,1.0
7905,18108,1.0
18683,10776,3.0
10776,20563,1.0
15096,8730,1.0
16353,7905,1.0
20302,12699,1.0
8517,12435,4.0
11445,16572,1.0
16572,14983,1.0
8085,16532,1.0
16532,9298,1.0
9298,18980,1.0
18630,18110,1.0
14586,14071,1.0
15396,17177,1.0
8079,11618,1.0
19558,21391,1.0
19970,17178,1.0
17178,20573,1.0
12252,8181,2.0
8181,12817,1.0
20573,12252,2.0
7239,12252,1.0
12252,16572,1.0
8181,20681,1.0
20681,12252,1.0
18290,12252,1.0
12252,7239,3.0
7239,12315,2.0
12315,12252,2.0
14845,20675,2.0
12745,15183,1.0
7239,18232,1.0
18232,12252,1.0
12252,14581,1.0
9752,18496,1.0
12349,15448,1.0
19246,17434,2.0
7239,13459,1.0
13459,12315,1.0
12315,19970,1.0
14288,13580,1.0
14581,20557,1.0
10407,19970,1.0
19970,18232,1.0
18232,7972,1.0
7972,16342,1.0
9593,10135,1.0
14120,7796,1.0
20573,9887,1.0
9887,18479,1.0
15214,20635,1.0
19246,20675,1.0
12388,15370,1.0
12190,10976,1.0
10976,20184,1.0
16533,13296,1.0
13296,21085,1.0
19496,14143,1.0
14143,13863,1.0
7535,8108,1.0
12511,18457,1.0
7002,10303,1.0
12511,13342,1.0
17071,12928,1.0
9345,11261,1.0
7057,14220,1.0
11985,21570,1.0
13079,18427,1.0
8219,11755,1.0
15086,14703,1.0
12137,15958,1.0
12137,8310,1.0
8310,21366,1.0
21366,12137,3.0
18115,11388,1.0
11388,21366,1.0
7277,21366,1.0
18982,12892,1.0
19191,8420,1.0
8420,12137,1.0
15958,12137,1.0
12137,21366,11.0
21050,12137,1.0
12137,19191,1.0
19191,12137,1.0
7277,12137,1.0
21366,17585,1.0
21366,12892,1.0
12137,12099,1.0
12892,10512,2.0
12549,21366,1.0
21050,12099,1.0
12137,21050,2.0
21366,15706,1.0
21366,20116,1.0
20116,12137,1.0
12137,11141,1.0
21050,21366,2.0
12137,12892,1.0
12137,13995,1.0
21366,17392,1.0
17295,21050,1.0
7373,19876,1.0
19876,18320,2.0
13040,12216,1.0
8069,17688,1.0
18320,10687,1.0
12766,12928,1.0
15183,14581,1.0
11975,20529,2.0
15616,13715,1.0
12878,11848,1.0
11660,8999,1.0
8999,12878,1.0
6976,8999,1.0
11848,10174,2.0
21416,10174,1.0
8999,19163,1.0
19388,19233,1.0
12878,15316,1.0
11848,12423,1.0
16178,18154,1.0
15493,7804,1.0
13801,17931,1.0
17931,14323,1.0
15208,8181,1.0
11239,11501,1.0
8517,8848,1.0
10599,8335,1.0
15107,20667,1.0
14916,14919,1.0
20667,15107,1.0
17049,10650,2.0
14961,14639,1.0
9656,13278,1.0
9648,10442,1.0
15098,14639,1.0
8246,11089,1.0
12928,8367,1.0
7056,17515,1.0
10013,16246,1.0
7056,13433,1.0
16301,13665,1.0
7239,12797,1.0
20009,16301,1.0
10406,13665,1.0
13580,14907,1.0
11441,14537,1.0
16301,19675,1.0
13665,11441,1.0
15328,8067,1.0
8067,18154,1.0
18154,16535,1.0
11349,10624,1.0
19491,9646,1.0
16413,9768,1.0
9678,9778,1.0
8324,15519,2.0
9678,7684,1.0
13918,10644,1.0
17935,9678,1.0
18104,13573,1.0
13573,9809,1.0
19409,16689,1.0
12321,7822,1.0
15948,20357,2.0
20357,9821,1.0
20357,20423,1.0
9997,8682,1.0
9380,14587,1.0
8517,16914,1.0
9821,10069,1.0
10069,20357,2.0
19744,20357,1.0
9821,9997,1.0
11000,20357,2.0
7822,15948,1.0
7941,11000,1.0
17139,20066,3.0
18399,13191,1.0
20206,8324,1.0
19970,19529,2.0
10065,20896,2.0
20896,19529,6.0
19529,8470,1.0
7774,8470,1.0
16812,10523,2.0
10523,8470,1.0
19529,10523,1.0
9116,8470,1.0
18148,19529,3.0
14139,14300,1.0
14300,14013,1.0
20896,12092,4.0
19529,20896,8.0
20896,7774,1.0
20896,15013,2.0
15013,19529,1.0
19529,18148,1.0
9782,7968,1.0
20896,13698,1.0
13698,12939,1.0
12939,19529,1.0
15013,8470,1.0
8470,19529,1.0
19529,19996,1.0
15883,11486,1.0
11486,17618,1.0
19529,13471,2.0
19529,20506,1.0
20896,13471,4.0
15118,13471,1.0
20896,18148,1.0
7940,15118,5.0
18148,8834,1.0
17442,15013,1.0
15013,20896,1.0
12092,20506,1.0
7968,16086,1.0
16086,18148,1.0
19711,18148,1.0
9151,13471,1.0
13471,12092,1.0
12092,20896,1.0
19529,10065,2.0
7646,12749,1.0
10622,12747,1.0
12747,15656,2.0
15656,8269,1.0
20670,14275,1.0
14275,13425,1.0
13425,19309,1.0
17602,8828,1.0
14706,8828,1.0
20530,19721,1.0
20434,18811,1.0
9443,21236,1.0
21236,10431,1.0
10431,12328,1.0
16451,13374,1.0
11750,21236,1.0
21236,13503,1.0
14431,15652,1.0
16012,15820,2.0
15820,14431,1.0
16012,14431,1.0
16012,8586,1.0
8586,14431,1.0
8586,16012,1.0
16012,7901,1.0
11966,18835,1.0
7466,17222,1.0
19805,8506,1.0
19419,19172,1.0
19452,17985,1.0
17985,11305,1.0
9192,9383,1.0
9245,21317,1.0
15658,19405,1.0
18691,9170,1.0
18691,10772,1.0
15545,18691,1.0
18691,21353,1.0
13590,21492,8.0
15009,13590,6.0
21492,8583,1.0
8583,21492,3.0
21492,8367,1.0
21492,7827,1.0
7827,13847,1.0
13590,8583,3.0
8583,17260,1.0
13590,13151,1.0
13151,17146,1.0
13590,10582,1.0
10582,17260,1.0
17260,8583,1.0
10582,21492,3.0
21492,10582,1.0
18239,8583,1.0
21492,10886,1.0
10886,11355,1.0
21492,20291,1.0
20291,18671,1.0
18671,18239,1.0
15009,21492,2.0
21492,8231,1.0
8231,21492,1.0
7247,13650,1.0
20410,16085,1.0
16085,10582,1.0
13590,9754,1.0
9754,10635,1.0
10635,13590,1.0
13590,15748,1.0
11072,17010,1.0
18809,8854,1.0
8562,7404,2.0
7473,17514,1.0
14775,18588,2.0
11463,18650,1.0
11113,7968,1.0
15598,18290,1.0
10442,16047,1.0
9045,15352,1.0
20874,21487,1.0
14885,20711,1.0
20805,13797,1.0
14827,8893,1.0
19258,10195,1.0
14062,16962,1.0
16725,18189,1.0
8274,14501,1.0
11674,14581,1.0
19476,8236,1.0
17356,20849,1.0
14265,19261,1.0
8274,9298,1.0
8274,10416,1.0
10416,11514,1.0
11514,8517,1.0
18204,17279,1.0
7494,11793,1.0
11793,11399,1.0
10552,15968,2.0
12572,20498,1.0
13670,20243,1.0
20243,10044,1.0
10199,10154,1.0
8033,14047,1.0
14047,7494,1.0
8930,15968,1.0
10154,17592,1.0
19913,10552,1.0
10552,7910,1.0
7910,7494,1.0
7254,7494,1.0
7494,15698,1.0
15698,10044,1.0
10044,7494,1.0
7494,15968,2.0
15968,10385,1.0
10385,19011,1.0
20243,19952,1.0
7179,12321,1.0
13984,14483,1.0
9997,12348,1.0
11364,9997,1.0
17592,9097,1.0
9097,8188,1.0
9305,19312,1.0
20591,10715,1.0
8376,20044,1.0
14331,15463,1.0
15463,19473,1.0
19473,17313,1.0
17313,8079,1.0
9255,17224,1.0
17224,16344,1.0
19487,18700,1.0
18700,10866,1.0
10866,19487,1.0
11407,9971,1.0
9971,13069,1.0
8326,14021,1.0
14021,13486,1.0
13486,21050,1.0
9971,13648,1.0
19487,14528,1.0
8148,12204,1.0
12204,8148,1.0
8148,19487,1.0
20116,13648,2.0
13648,20455,1.0
8681,20116,1.0
13648,9971,3.0
12875,13149,1.0
20085,13116,1.0
9971,15831,1.0
12682,13648,1.0
13648,8531,1.0
8531,8148,1.0
8148,8744,1.0
19487,7020,1.0
8148,7099,1.0
9120,15449,1.0
15449,12204,1.0
11916,14416,1.0
14416,12204,3.0
15831,17209,1.0
19422,15831,1.0
15831,14416,3.0
14416,8681,2.0
8681,12204,2.0
20455,17209,1.0
15449,13149,1.0
13149,9971,1.0
9971,17341,1.0
9008,14416,1.0
14416,11193,1.0
11193,20195,1.0
19487,15831,1.0
9120,14416,1.0
14416,9120,1.0
7415,15831,1.0
7297,7415,1.0
7415,17392,1.0
9010,9971,1.0
7415,12204,1.0
12204,9971,2.0
19487,16977,1.0
15507,8892,1.0
20233,18151,1.0
7633,20747,1.0
9971,16025,2.0
21384,12374,1.0
19386,15926,1.0
18606,15802,1.0
15802,12374,1.0
19315,19757,1.0
19684,13880,1.0
10443,14453,1.0
18451,17850,1.0
16823,14283,1.0
14279,13698,1.0
14279,16355,1.0
14279,7031,1.0
10326,16294,1.0
11583,12252,1.0
18042,11530,1.0
11530,13729,1.0
7493,17304,1.0
20959,12880,1.0
17909,15343,1.0
8905,20164,1.0
21438,20434,1.0
16386,14528,1.0
11262,16297,1.0
16548,12682,1.0
21172,7362,1.0
21172,18094,1.0
18759,15509,1.0
9925,10124,1.0
14789,10765,1.0
8589,8017,1.0
10765,7968,5.0
8465,10765,1.0
10765,18863,1.0
10464,7968,1.0
7968,8017,1.0
7685,10765,1.0
18867,10765,1.0
10133,11061,1.0
10765,10677,1.0
8335,20698,1.0
12808,8017,1.0
10765,10675,1.0
10677,8017,1.0
7704,20776,1.0
8034,9765,1.0
9765,7122,1.0
10108,8034,1.0
8034,7122,2.0
10108,16980,1.0
16980,10108,1.0
18835,8034,8.0
8034,15355,1.0
15355,16861,1.0
16861,9094,1.0
8034,10108,1.0
10108,9094,1.0
9094,13990,2.0
13990,9094,4.0
18835,9094,1.0
13990,9765,1.0
13990,8034,1.0
18835,10108,1.0
18835,16980,1.0
9094,8002,1.0
8034,18730,1.0
18730,18967,1.0
18835,18730,1.0
18730,14359,1.0
14359,17011,2.0
11980,8034,1.0
18835,18447,1.0
18835,7122,1.0
7122,8034,1.0
10586,13486,1.0
13486,18763,1.0
18763,20116,1.0
20146,19042,1.0
9971,19487,4.0
13007,16221,1.0
10459,9971,1.0
11979,13648,1.0
20116,9227,1.0
10586,13780,2.0
10586,16985,1.0
8420,13780,1.0
21431,17090,1.0
17972,20598,1.0
12516,20598,2.0
9652,15410,1.0
13832,17241,1.0
12998,8189,1.0
9025,21242,1.0
7656,19296,1.0
19380,9763,1.0
15973,15737,1.0
12770,11280,1.0
10678,20191,1.0
11387,14396,1.0
9466,17470,1.0
9062,20191,1.0
17054,18993,1.0
13047,19364,1.0
20191,7352,1.0
20191,15598,1.0
8865,19720,1.0
8865,18294,1.0
18294,8865,1.0
20434,8865,1.0
8865,14980,1.0
21318,21386,1.0
15085,8190,1.0
7249,19668,1.0
18339,7482,3.0
8549,20695,1.0
20695,8549,1.0
18094,15242,1.0
15436,14192,1.0
14192,8999,1.0
17034,12967,1.0
8629,21404,1.0
9635,20902,1.0
21177,10581,1.0
13063,14473,1.0
11654,18100,1.0
15715,13285,1.0
13285,19527,1.0
19944,11654,1.0
19527,21597,1.0
17853,16977,1.0
19487,7408,1.0
15898,16544,1.0
16544,16069,1.0
18728,10565,1.0
21585,17097,1.0
12590,10600,1.0
12590,9316,1.0
9316,10600,2.0
20610,20985,1.0
12590,20790,1.0
20790,10600,1.0
18770,12180,2.0
12180,19992,1.0
10817,18148,1.0
15013,19050,1.0
18770,12712,1.0
14581,18120,1.0
15013,11975,1.0
12199,15883,1.0
15883,11975,1.0
11975,20573,1.0
18148,10187,1.0
10187,11975,1.0
18770,11507,1.0
12117,14505,1.0
8128,15324,1.0
10987,19992,1.0
15133,20675,1.0
21371,20675,1.0
11123,19675,1.0
19865,14656,1.0
13855,15051,1.0
7968,9346,6.0
7968,20242,1.0
20242,11149,1.0
14158,14300,1.0
14510,14300,1.0
14541,15051,1.0
8460,14044,1.0
14579,13243,1.0
15118,8460,1.0
8460,12502,1.0
8460,20060,1.0
9085,8854,1.0
7909,13542,1.0
12445,14814,1.0
18513,8341,1.0
8988,9238,1.0
9238,13542,2.0
12150,8710,1.0
20234,13342,1.0
16375,7135,1.0
11567,10581,1.0
15891,12920,57.0
12920,10067,1.0
12920,12363,9.0
12363,17692,1.0
12920,15246,1.0
12363,11532,1.0
12363,11839,1.0
11839,7154,1.0
12254,9060,1.0
9060,7154,1.0
15891,9490,1.0
12920,11532,1.0
15891,16823,2.0
12363,16823,1.0
16823,10581,1.0
15891,18522,1.0
18522,20951,1.0
12920,16823,1.0
14592,11409,1.0
9188,16823,1.0
16823,20696,1.0
18721,11765,1.0
12920,14283,1.0
14283,16823,1.0
16823,12667,1.0
19473,15698,1.0
10946,10981,1.0
16958,19837,1.0
18331,9024,1.0
12655,11659,1.0
20724,16544,2.0
9012,19235,1.0
15880,7418,1.0
10581,13007,2.0
16582,17853,1.0
9909,12590,1.0
12590,19553,1.0
11253,11671,1.0
16069,8846,1.0
17827,7436,1.0
18258,9400,1.0
11662,13442,1.0
13442,11969,1.0
13230,12911,1.0
11499,8820,1.0
19554,16416,1.0
16416,7724,1.0
12655,9318,1.0
7400,7473,1.0
8189,14978,1.0
12061,9171,1.0
9221,13777,1.0
14199,11689,2.0
11475,8674,1.0
20729,18637,1.0
8236,8720,1.0
10049,18771,1.0
7323,19075,1.0
20857,10049,1.0
18744,15912,1.0
11741,13634,1.0
7458,14068,1.0
12385,16404,1.0
8444,11953,1.0
14532,16404,1.0
15250,13535,1.0
17973,11508,1.0
8820,11508,6.0
8365,15478,1.0
20044,14377,1.0
14532,11773,1.0
16654,14124,1.0
18795,9276,1.0
9168,15259,1.0
9168,7472,1.0
13547,12970,2.0
9821,14777,1.0
18636,9821,1.0
18636,19927,1.0
19927,7625,1.0
11603,7689,1.0
11792,13404,1.0
11792,12970,1.0
12386,8848,1.0
8848,10044,1.0
17622,15439,1.0
9821,15139,1.0
15139,10164,1.0
10164,11018,1.0
17622,12970,1.0
12970,12572,1.0
18636,7625,1.0
12970,8369,2.0
7729,20702,1.0
11018,17088,1.0
9821,13547,1.0
12970,13742,1.0
10044,21550,1.0
8369,17088,1.0
15139,11018,1.0
13371,17965,2.0
18636,13404,1.0
13404,9821,1.0
7729,13742,1.0
19537,10265,1.0
10265,9294,1.0
15253,17843,2.0
18458,8641,1.0
8641,13278,2.0
8641,19537,9.0
18458,13278,2.0
9294,13278,1.0
19537,9294,6.0
19537,8641,2.0
18458,9294,1.0
19537,13278,2.0
15781,9648,1.0
10265,19537,2.0
7140,20645,1.0
19537,7476,1.0
18458,19537,2.0
19537,11296,1.0
11296,10650,1.0
9294,10650,1.0
18458,10650,1.0
19537,10650,2.0
17843,16728,1.0
7651,8478,1.0
8478,10265,1.0
13278,8478,1.0
8478,12772,1.0
9112,19537,1.0
7741,9661,2.0
18587,17843,1.0
13278,8603,1.0
18565,15781,1.0
13473,16908,1.0
18587,7741,1.0
7741,13473,1.0
13473,13278,2.0
15781,9209,1.0
13278,13473,1.0
13473,7741,1.0
8641,17989,1.0
9648,7741,1.0
16638,15825,1.0
7091,13473,1.0
12396,17613,1.0
7774,19970,5.0
19970,16479,4.0
16479,12770,4.0
7774,12770,2.0
12770,15462,12.0
19970,12770,3.0
18148,12770,4.0
19970,15462,13.0
7774,18148,11.0
18148,15462,8.0
7774,15462,3.0
15462,17788,1.0
17788,18255,1.0
8917,18148,7.0
17979,18148,1.0
8917,19970,3.0
14124,8517,1.0
8917,15462,2.0
8917,12770,1.0
16479,15462,2.0
15462,10464,1.0
12255,20270,1.0
10163,8854,1.0
11403,11475,1.0
11403,10163,2.0
15104,10163,2.0
9238,10163,2.0
11403,20560,1.0
20560,10163,1.0
13043,10163,1.0
12385,9238,2.0
10715,8950,2.0
10468,7429,1.0
7429,10940,1.0
20357,9997,1.0
16754,7429,1.0
7429,17363,1.0
19913,17279,1.0
17279,17363,1.0
14879,16178,1.0
19120,16178,1.0
16178,15067,1.0
18738,15596,2.0
7940,12988,1.0
7940,18738,4.0
13999,18637,1.0
8793,15142,1.0
10958,10383,4.0
10958,19659,1.0
16042,19015,1.0
17168,8063,1.0
18975,11604,1.0
9571,7556,1.0
8643,7957,1.0
20667,8743,1.0
19471,8367,1.0
8367,13206,1.0
14919,7278,2.0
14148,17096,1.0
18251,14621,4.0
9236,21046,1.0
14437,10347,1.0
11314,11620,1.0
17313,11080,1.0
9380,9997,1.0
9997,7053,1.0
10136,7482,1.0
10136,15131,1.0
16727,21181,1.0
10686,9456,1.0
8746,20601,2.0
8746,20378,1.0
8746,21489,1.0
14489,13604,1.0
8746,17821,1.0
17821,15060,1.0
8746,15060,1.0
14244,15038,1.0
15038,8295,1.0
8295,21335,1.0
21335,7041,1.0
7041,11275,1.0
11275,14223,1.0
20021,17999,1.0
17135,16507,1.0
19940,16224,1.0
8079,11606,1.0
16451,12054,5.0
12054,10797,8.0
9462,18325,1.0
16451,9902,1.0
9902,16451,1.0
7470,16780,1.0
16451,10797,5.0
20915,17148,1.0
17148,18260,1.0
18260,7089,1.0
7089,12434,1.0
12434,12065,1.0
12065,19744,1.0
12065,16780,1.0
16451,7945,1.0
16780,16451,1.0
16451,19420,1.0
11606,19744,1.0
9902,12065,1.0
11793,15968,5.0
15968,7494,7.0
7494,18163,7.0
15968,8655,1.0
17191,14117,1.0
14117,13159,1.0
13159,9249,1.0
7494,10552,1.0
10552,8655,1.0
9902,16780,1.0
10797,20915,1.0
19744,19322,1.0
7494,12779,2.0
12065,17356,1.0
11793,7494,1.0
7494,7910,2.0
7910,18163,1.0
15968,18163,1.0
18163,7910,1.0
7910,9997,1.0
12779,18854,1.0
18854,13952,1.0
18163,15968,1.0
15968,11793,1.0
11793,13483,1.0
13483,16780,1.0
12054,16451,1.0
12065,11793,1.0
10797,16451,1.0
10468,9997,2.0
13449,12065,1.0
8586,9005,1.0
12065,9005,1.0
9005,7968,1.0
7494,13483,1.0
13483,15666,1.0
15666,12797,1.0
15415,10173,1.0
12797,7243,1.0
15664,14784,1.0
17652,8560,1.0
13834,20518,1.0
20518,17636,1.0
9542,11784,2.0
11912,18942,1.0
9542,15507,1.0
9542,11141,1.0
9542,13116,1.0
13805,17853,1.0
13805,9312,1.0
13116,19652,1.0
13475,12266,1.0
17159,12862,1.0
20724,17159,1.0
17159,17500,1.0
17159,17368,1.0
15509,18759,1.0
18759,20288,1.0
19189,7883,1.0
18504,20288,3.0
10850,16639,1.0
16639,20823,1.0
12005,9391,1.0
8372,10581,1.0
17971,9504,1.0
8781,10581,1.0
11205,12544,1.0
13289,21071,1.0
17589,16785,1.0
16785,20941,1.0
20941,19727,1.0
10914,12507,1.0
8782,21071,1.0
20302,20434,2.0
10369,15378,1.0
19944,13003,1.0
10369,13599,1.0
11246,17446,1.0
17446,13968,1.0
19646,14764,1.0
14764,20208,1.0
20208,18431,1.0
19944,15378,1.0
13287,21288,1.0
14980,20434,1.0
20792,21130,1.0
21130,16067,1.0
10791,21410,1.0
21302,21410,1.0
11085,21303,1.0
21303,21405,1.0
20066,13827,1.0
17744,17010,1.0
12171,16318,1.0
14641,11736,1.0
7606,20065,1.0
11495,11099,1.0
7873,9495,1.0
11433,20297,1.0
11736,16318,1.0
16318,13172,1.0
16619,17849,1.0
14996,8030,1.0
11736,17513,1.0
10625,17322,1.0
11275,12054,1.0
17510,10914,1.0
9902,15363,1.0
7031,16203,1.0
16203,17447,1.0
17447,8579,1.0
15598,20188,1.0
20188,9587,1.0
17510,8517,1.0
10997,16203,1.0
16203,20009,1.0
14941,16655,1.0
16655,11836,1.0
16203,19593,1.0
10997,7968,1.0
8274,14158,1.0
18483,8579,1.0
7300,11531,1.0
18044,17429,1.0
12029,8742,1.0
7300,14850,1.0
7300,14873,1.0
15847,13408,1.0
12065,16178,1.0
16178,9706,1.0
9706,11802,2.0
16203,14118,1.0
11836,16203,2.0
11802,16838,1.0
19593,14118,1.0
11802,9706,4.0
13536,15121,1.0
11802,18148,1.0
18148,12358,2.0
12358,11507,1.0
7260,14660,1.0
18961,20729,2.0
20729,14941,1.0
11802,16655,1.0
9706,11507,9.0
11507,16655,1.0
16655,18961,1.0
9706,7031,1.0
18961,18148,2.0
18148,19242,1.0
11802,11836,1.0
11802,15118,1.0
18961,15080,1.0
11908,10473,1.0
14574,19180,1.0
19180,10473,1.0
11908,18928,1.0
21080,18928,1.0
11908,14574,2.0
19866,10122,1.0
8515,12928,1.0
10637,13981,1.0
20708,18434,1.0
11965,18596,1.0
9252,10599,1.0
14834,9252,1.0
9252,18363,1.0
21571,11975,1.0
18926,9252,1.0
9252,9917,1.0
9252,10601,1.0
9754,16835,1.0
9678,17186,1.0
18399,8999,2.0
17345,19688,1.0
10037,9459,1.0
7689,19583,1.0
19253,10552,1.0
19774,20357,1.0
20357,18571,1.0
18129,9645,1.0
14092,9907,1.0
16792,9907,1.0
9855,21445,1.0
9907,17078,1.0
19989,11000,3.0
11000,11988,1.0
11988,11000,3.0
9907,14843,1.0
14843,9997,1.0
9997,6987,1.0
6987,11618,1.0
11618,8225,1.0
15948,15653,2.0
20021,9907,1.0
16791,15652,2.0
15652,8517,1.0
8517,14071,1.0
14071,15630,1.0
11446,10069,1.0
8188,13661,1.0
13661,19852,1.0
19852,14776,1.0
9181,20062,1.0
13159,15948,1.0
9997,18204,1.0
9645,20357,1.0
14028,9997,1.0
13449,19774,1.0
10625,7437,1.0
19727,15586,1.0
15586,18943,1.0
19011,15586,1.0
10088,17234,12.0
17234,9439,1.0
9439,9971,1.0
17234,9971,1.0
15840,12162,2.0
18606,15925,2.0
8379,16747,1.0
16747,20949,1.0
20223,7089,1.0
7968,20701,1.0
18238,13439,1.0
8517,8876,1.0
8008,21345,1.0
19798,17774,1.0
7378,12182,1.0
11755,17607,1.0
7617,17408,1.0
11072,19111,1.0
7473,8719,1.0
21214,15017,1.0
16158,14514,1.0
15945,10449,1.0
10449,13918,1.0
18606,13310,1.0
13310,16404,1.0
17711,18644,1.0
15234,15715,1.0
20415,20760,1.0
9039,21044,2.0
21044,18809,1.0
16483,18809,5.0
11072,8562,1.0
10617,12170,1.0
9039,18809,3.0
19715,8638,1.0
12747,9039,1.0
10617,16375,1.0
16375,16595,1.0
16595,11072,1.0
9039,12747,1.0
12747,16483,1.0
10617,9039,1.0
15925,12747,1.0
20857,20871,1.0
17927,21347,1.0
21347,8511,1.0
20558,21347,1.0
